MetaNetX,equation,deltag
MNXR95921,,
MNXR95944,,
MNXR95955,,
MNXR95959,,
MNXR138062,,
MNXR138062,,
MNXR95969,,
MNXR142627,,
MNXR142629,,
MNXR142631,,
MNXR95981,,
MNXR95985,,
MNXR95987,,
MNXR142639,,
MNXR142643,,
MNXR142645,,
MNXR142655,,
MNXR142659,,
MNXR96019,,
MNXR96029,,
MNXR96031,,
MNXR96036,,
MNXR96036,,
MNXR96036,,
MNXR138066,,
MNXR138071,,
MNXR96052,,
MNXR96054,,
MNXR96055,,
MNXR96062,,
MNXR96140,,
MNXR96147,,
MNXR96148,,
MNXR96149,,
MNXR96157,,
MNXR96159,,
MNXR96161,,
MNXR96165,,
MNXR96173,,
MNXR96175,,
MNXR96179,,
MNXR96185,,
MNXR96186,,
MNXR96187,,
MNXR96188,,
MNXR96190,,
MNXR96192,,
MNXR96193,,
MNXR96198,,
MNXR96211,,
MNXR142671,,
MNXR96249,,
MNXR96252,,
MNXR96256,,
MNXR96263,,
MNXR142703,,
MNXR96331,,
MNXR96331,,
MNXR138145,,
MNXR138145,,
MNXR96336,,
MNXR96337,,
MNXR96333,,
MNXR96355,,
MNXR96377,,
MNXR96383,,
MNXR96385,,
MNXR96388,,
MNXR96387,,
MNXR96388,,
MNXR96389,,
MNXR96390,,
MNXR96393,,
MNXR96397,,
MNXR96401,,
MNXR96402,,
MNXR96403,,
MNXR96404,,
MNXR96408,,
MNXR96408,,
MNXR95038,,
MNXR96452,,
MNXR96461,,
MNXR96473,,
MNXR96487,,
MNXR96489,,
MNXR96491,,
MNXR96563,,
MNXR96563,,
MNXR96592,,
MNXR96644,,
MNXR96660,,
MNXR96696,,
MNXR96703,,
MNXR96707,,
MNXR96713,,
MNXR96700,,
MNXR96735,,
MNXR96757,,
MNXR96761,,
MNXR96763,,
MNXR96764,,
MNXR138177,,
MNXR96768,,
MNXR96771,,
MNXR96772,,
MNXR96773,,
MNXR96801,,
MNXR96857,,
MNXR96858,,
MNXR96860,,
MNXR96867,,
MNXR96885,,
MNXR96886,,
MNXR96911,,
MNXR96917,,
MNXR96917,,
MNXR96917,,
MNXR96918,,
MNXR96921,,
MNXR96923,,
MNXR96931,,
MNXR96932,,
MNXR96933,,
MNXR96934,,
MNXR96946,,
MNXR96987,,
MNXR96998,,
MNXR97000,,
MNXR97001,,
MNXR97009,,
MNXR97015,,
MNXR97020,,
MNXR97048,,
MNXR97051,,
MNXR97056,,
MNXR97054,,
MNXR97057,,
MNXR97057,,
MNXR97058,,
MNXR97059,,
MNXR97059,,
MNXR97060,,
MNXR97060,,
MNXR94852,,
MNXR97113,,
MNXR97133,,
MNXR97133,,
MNXR97184,,
MNXR97194,,
MNXR97196,,
MNXR97197,,
MNXR97198,,
MNXR142730,,
MNXR142731,,
MNXR97239,,
MNXR97241,,
MNXR97243,,
MNXR97246,,
MNXR97249,,
MNXR138213,,
MNXR97264,,
MNXR138228,,
MNXR97377,,
MNXR97381,,
MNXR97382,,
MNXR97384,,
MNXR97385,,
MNXR97387,,
MNXR97397,,
MNXR97398,,
MNXR138239,,
MNXR97458,,
MNXR97461,,
MNXR97461,,
MNXR97510,,
MNXR97519,,
MNXR97521,,
MNXR97521,,
MNXR97522,,
MNXR97625,,
MNXR97628,,
MNXR97629,,
MNXR97631,,
MNXR97632,,
MNXR97637,,
MNXR97639,,
MNXR97640,,
MNXR97632,,
MNXR97635,,
MNXR97644,,
MNXR97648,,
MNXR97644,,
MNXR97649,,
MNXR97650,,
MNXR97651,,
MNXR97652,,
MNXR97655,,
MNXR97656,,
MNXR97658,,
MNXR97660,,
MNXR97661,,
MNXR97662,,
MNXR97663,,
MNXR97204,,
MNXR97666,,
MNXR97667,,
MNXR97668,,
MNXR97669,,
MNXR97674,,
MNXR97677,,
MNXR142791,,
MNXR142792,,
MNXR142794,,
MNXR142801,,
MNXR142802,,
MNXR142803,,
MNXR142806,,
MNXR142808,,
MNXR142809,,
MNXR142813,,
MNXR142814,,
MNXR142818,,
MNXR142820,,
MNXR142821,,
MNXR142823,,
MNXR97751,,
MNXR97756,,
MNXR97764,,
MNXR97803,,
MNXR97869,,
MNXR97879,,
MNXR97907,,
MNXR97909,,
MNXR97910,,
MNXR97910,,
MNXR97912,,
MNXR97914,,
MNXR97920,,
MNXR97921,,
MNXR97919,,
MNXR97927,,
MNXR97930,,
MNXR97940,,
MNXR97953,,
MNXR97954,,
MNXR97956,,
MNXR97959,,
MNXR97965,,
MNXR97979,,
MNXR99060,,
MNXR99085,,
MNXR99116,,
MNXR99159,,
MNXR99178,,
MNXR99179,,
MNXR99182,,
MNXR99183,,
MNXR99184,,
MNXR99185,,
MNXR99187,,
MNXR99188,,
MNXR99191,,
MNXR99195,,
MNXR99196,,
MNXR99198,,
MNXR99200,,
MNXR99212,,
MNXR99212,,
MNXR99217,,
MNXR99217,,
MNXR99218,,
MNXR99222,,
MNXR99226,,
MNXR99232,,
MNXR99281,,
MNXR99294,,
MNXR99301,,
MNXR99302,,
MNXR99315,,
MNXR99316,,
MNXR99325,,
MNXR99326,,
MNXR99331,,
MNXR99336,,
MNXR99340,,
MNXR99341,,
MNXR99351,,
MNXR99351,,
MNXR99352,,
MNXR99352,,
MNXR99363,,
MNXR99365,,
MNXR99367,,
MNXR99450,,
MNXR99452,,
MNXR99453,,
MNXR99455,,
MNXR99456,,
MNXR99457,,
MNXR99463,,
MNXR138349,,
MNXR99619,,
MNXR99624,,
MNXR99626,,
MNXR99627,,
MNXR99628,,
MNXR99629,,
MNXR99630,,
MNXR99631,,
MNXR99632,,
MNXR99674,,
MNXR99680,,
MNXR99680,,
MNXR99682,,
MNXR99682,,
MNXR99684,,
MNXR99686,,
MNXR99686,,
MNXR99688,,
MNXR99690,,
MNXR99694,,
MNXR99696,,
MNXR99696,,
MNXR99698,,
MNXR99698,,
MNXR99700,,
MNXR99700,,
MNXR99704,,
MNXR99708,,
MNXR99716,,
MNXR99719,,
MNXR99721,,
MNXR99725,,
MNXR99727,,
MNXR99731,,
MNXR99745,,
MNXR99747,,
MNXR99755,,
MNXR99759,,
MNXR143112,,
MNXR143113,,
MNXR143115,,
MNXR143116,,
MNXR99805,,
MNXR99807,,
MNXR99814,,
MNXR99818,,
MNXR99821,,
MNXR99822,,
MNXR143118,,
MNXR99838,,
MNXR99840,,
MNXR99853,,
MNXR99916,,
MNXR99917,,
MNXR99918,,
MNXR99929,,
MNXR99938,,
MNXR99941,,
MNXR99942,,
MNXR99943,,
MNXR99944,,
MNXR99947,,
MNXR99948,,
MNXR99950,,
MNXR99954,,
MNXR99966,,
MNXR99968,,
MNXR99970,,
MNXR99970,,
MNXR99972,,
MNXR99974,,
MNXR99976,,
MNXR99980,,
MNXR99982,,
MNXR99997,,
MNXR99998,,
MNXR100012,,
MNXR100027,,
MNXR100036,,
MNXR100038,,
MNXR100043,,
MNXR100044,,
MNXR100058,,
MNXR100072,,
MNXR100073,,
MNXR100076,,
MNXR100079,,
MNXR100079,,
MNXR100081,,
MNXR100084,,
MNXR100117,,
MNXR100117,,
MNXR100118,,
MNXR100118,,
MNXR100119,,
MNXR100120,,
MNXR100120,,
MNXR100121,,
MNXR100121,,
MNXR100122,,
MNXR100123,,
MNXR100123,,
MNXR100125,,
MNXR143126,,
MNXR143128,,
MNXR100143,,
MNXR100148,,
MNXR100149,,
MNXR100152,,
MNXR100154,,
MNXR100156,,
MNXR100159,,
MNXR100162,,
MNXR100164,,
MNXR100166,,
MNXR100167,,
MNXR100168,,
MNXR100170,,
MNXR100171,,
MNXR100173,,
MNXR100189,,
MNXR100190,,
MNXR100191,,
MNXR100192,,
MNXR143131,,
MNXR100200,,
MNXR100202,,
MNXR100203,,
MNXR100241,,
MNXR100246,,
MNXR100247,,
MNXR100251,,
MNXR100255,,
MNXR100266,,
MNXR100269,,
MNXR100302,,
MNXR100369,,
MNXR100394,,
MNXR100394,,
MNXR100396,,
MNXR138489,,
MNXR100415,,
MNXR100417,,
MNXR100419,,
MNXR100424,,
MNXR100426,,
MNXR100435,,
MNXR100439,,
MNXR100452,,
MNXR100470,,
MNXR100474,,
MNXR138494,,
MNXR100486,,
MNXR143151,,
MNXR143153,,
MNXR100503,,
MNXR143155,,
MNXR143156,,
MNXR100525,,
MNXR100518,,
MNXR143158,,
MNXR100534,,
MNXR143159,,
MNXR143162,,
MNXR100558,,
MNXR100559,,
MNXR100564,,
MNXR100576,,
MNXR100584,,
MNXR100610,,
MNXR100616,,
MNXR100616,,
MNXR100640,,
MNXR100646,,
MNXR100648,,
MNXR100677,,
MNXR100686,,
MNXR100687,,
MNXR100701,,
MNXR100702,,
MNXR100704,,
MNXR100706,,
MNXR100708,,
MNXR100710,,
MNXR100711,,
MNXR100713,,
MNXR100716,,
MNXR100723,,
MNXR100726,,
MNXR100729,,
MNXR100732,,
MNXR100739,,
MNXR100794,,
MNXR138529,,
MNXR100797,,
MNXR100798,,
MNXR100799,,
MNXR100806,,
MNXR100852,,
MNXR124437,,
MNXR100943,,
MNXR100945,,
MNXR100949,,
MNXR101279,,
MNXR101044,,
MNXR101044,,
MNXR101045,,
MNXR101048,,
MNXR101060,,
MNXR101063,,
MNXR101070,,
MNXR101073,,
MNXR101074,,
MNXR101093,,
MNXR101102,,
MNXR101105,,
MNXR101109,,
MNXR101110,,
MNXR101112,,
MNXR101112,,
MNXR101113,,
MNXR138549,,
MNXR138552,,
MNXR138554,,
MNXR101241,,
MNXR101245,,
MNXR101247,,
MNXR101260,,
MNXR101268,,
MNXR101283,,
MNXR101288,,
MNXR101304,,
MNXR101308,,
MNXR101310,,
MNXR101316,,
MNXR101320,,
MNXR101324,,
MNXR101326,,
MNXR101333,,
MNXR101348,,
MNXR101379,,
MNXR101381,,
MNXR101452,,
MNXR101457,,
MNXR101465,,
MNXR101467,,
MNXR101477,,
MNXR101492,,
MNXR101511,,
MNXR101513,,
MNXR101552,,
MNXR100877,,
MNXR101559,,
MNXR101562,,
MNXR101564,,
MNXR101567,,
MNXR101573,,
MNXR101638,,
MNXR101639,,
MNXR101646,,
MNXR101648,,
MNXR101650,,
MNXR101651,,
MNXR101755,,
MNXR101795,,
MNXR101801,,
MNXR138648,,
MNXR101811,,
MNXR101814,,
MNXR101817,,
MNXR101818,,
MNXR101819,,
MNXR101820,,
MNXR101821,,
MNXR101822,,
MNXR101823,,
MNXR101824,,
MNXR101829,,
MNXR101831,,
MNXR101836,,
MNXR101837,,
MNXR101844,,
MNXR101846,,
MNXR101848,,
MNXR101850,,
MNXR101852,,
MNXR101853,,
MNXR101895,,
MNXR100001,,
MNXR101919,,
MNXR101920,,
MNXR101932,,
MNXR101961,,
MNXR101962,,
MNXR101968,,
MNXR102006,,
MNXR102007,,
MNXR102015,,
MNXR102017,,
MNXR102019,,
MNXR102020,,
MNXR102022,,
MNXR102023,,
MNXR102025,,
MNXR102039,,
MNXR102084,,
MNXR102089,,
MNXR102089,,
MNXR102104,,
MNXR102104,,
MNXR102106,,
MNXR102106,,
MNXR102138,,
MNXR102184,,
MNXR102194,,
MNXR102210,,
MNXR102211,,
MNXR102215,,
MNXR102235,,
MNXR102260,,
MNXR102261,,
MNXR102263,,
MNXR102265,,
MNXR102266,,
MNXR102269,,
MNXR102271,,
MNXR102273,,
MNXR102275,,
MNXR102281,,
MNXR102282,,
MNXR102289,,
MNXR102290,,
MNXR102293,,
MNXR102294,,
MNXR102296,,
MNXR102299,,
MNXR102323,,
MNXR102325,,
MNXR102327,,
MNXR102332,,
MNXR102336,,
MNXR102380,,
MNXR102388,,
MNXR102388,,
MNXR102401,,
MNXR102408,,
MNXR102408,,
MNXR102408,,
MNXR102408,,
MNXR102409,,
MNXR102418,,
MNXR102465,,
MNXR102479,,
MNXR102496,,
MNXR102503,,
MNXR102503,,
MNXR102533,,
MNXR102534,,
MNXR102537,,
MNXR102544,,
MNXR102611,,
MNXR102651,,
MNXR102660,,
MNXR102678,,
MNXR102684,,
MNXR102706,,
MNXR102704,,
MNXR102727,,
MNXR102746,,
MNXR102746,,
MNXR102763,,
MNXR102816,,
MNXR102818,,
MNXR102818,,
MNXR102820,,
MNXR102825,,
MNXR102825,,
MNXR102844,,
MNXR102876,,
MNXR111044,,
MNXR103039,,
MNXR138711,,
MNXR103046,,
MNXR103073,,
MNXR103094,,
MNXR103108,,
MNXR103112,,
MNXR103117,,
MNXR138716,,
MNXR103133,,
MNXR103166,,
MNXR103167,,
MNXR103182,,
MNXR103184,,
MNXR103185,,
MNXR103188,,
MNXR103188,,
MNXR103198,,
MNXR103203,,
MNXR103204,,
MNXR103205,,
MNXR103207,,
MNXR103212,,
MNXR103241,,
MNXR103247,,
MNXR103274,,
MNXR103291,,
MNXR103316,,
MNXR103316,,
MNXR103316,,
MNXR103323,,
MNXR103323,,
MNXR103324,,
MNXR103325,,
MNXR103328,,
MNXR103329,,
MNXR103356,,
MNXR103358,,
MNXR103375,,
MNXR103375,,
MNXR103415,,
MNXR103421,,
MNXR103424,,
MNXR103425,,
MNXR103426,,
MNXR103442,,
MNXR96890,,
MNXR103998,,
MNXR138787,,
MNXR138788,,
MNXR138786,,
MNXR104002,,
MNXR104009,,
MNXR104010,,
MNXR104010,,
MNXR104012,,
MNXR138800,,
MNXR138802,,
MNXR138808,,
MNXR138813,,
MNXR127302,,
MNXR127302,,
MNXR138812,,
MNXR127302,,
MNXR104123,,
MNXR104124,,
MNXR104125,,
MNXR104153,,
MNXR104154,,
MNXR104157,,
MNXR104159,,
MNXR104161,,
MNXR104165,,
MNXR104166,,
MNXR104167,,
MNXR104168,,
MNXR104175,,
MNXR104177,,
MNXR104179,,
MNXR104183,,
MNXR104184,,
MNXR104186,,
MNXR104187,,
MNXR104188,,
MNXR104189,,
MNXR104192,,
MNXR104196,,
MNXR104198,,
MNXR104200,,
MNXR104204,,
MNXR104205,,
MNXR104206,,
MNXR104207,,
MNXR104208,,
MNXR104209,,
MNXR104210,,
MNXR104211,,
MNXR104212,,
MNXR104215,,
MNXR104216,,
MNXR104217,,
MNXR104218,,
MNXR104220,,
MNXR104221,,
MNXR104222,,
MNXR104224,,
MNXR104226,,
MNXR104227,,
MNXR104231,,
MNXR104232,,
MNXR104234,,
MNXR104268,,
MNXR104273,,
MNXR104273,,
MNXR104273,,
MNXR104282,,
MNXR104294,,
MNXR104302,,
MNXR104303,,
MNXR104310,,
MNXR104312,,
MNXR104326,,
MNXR104331,,
MNXR104341,,
MNXR104349,,
MNXR104359,,
MNXR104366,,
MNXR104386,,
MNXR104385,,
MNXR104391,,
MNXR104449,,
MNXR104468,,
MNXR104472,,
MNXR104472,,
MNXR104475,,
MNXR104479,,
MNXR104483,,
MNXR104484,,
MNXR104485,,
MNXR104488,,
MNXR104490,,
MNXR104534,,
MNXR104538,,
MNXR104545,,
MNXR104551,,
MNXR104555,,
MNXR104557,,
MNXR104582,,
MNXR104588,,
MNXR104590,,
MNXR104602,,
MNXR104625,,
MNXR104660,,
MNXR104663,,
MNXR104707,,
MNXR104712,,
MNXR104735,,
MNXR104736,,
MNXR104743,,
MNXR104750,,
MNXR104782,,
MNXR104783,,
MNXR104785,,
MNXR104785,,
MNXR104787,,
MNXR104788,,
MNXR104789,,
MNXR104790,,
MNXR104793,,
MNXR104794,,
MNXR104795,,
MNXR104803,,
MNXR104804,,
MNXR104812,,
MNXR143079,,
MNXR104839,,
MNXR104841,,
MNXR104847,,
MNXR104876,,
MNXR104899,,
MNXR104900,,
MNXR104903,,
MNXR104903,,
MNXR104922,,
MNXR104936,,
MNXR104951,,
MNXR104953,,
MNXR104955,,
MNXR104958,,
MNXR104967,,
MNXR138848,,
MNXR104980,,
MNXR138887,,
MNXR138888,,
MNXR104992,,
MNXR143424,,
MNXR105065,,
MNXR143429,,
MNXR105075,,
MNXR105081,,
MNXR143434,,
MNXR105086,,
MNXR105105,,
MNXR105119,,
MNXR105120,,
MNXR105121,,
MNXR105122,,
MNXR105123,,
MNXR105124,,
MNXR105145,,
MNXR105169,,
MNXR105176,,
MNXR105178,,
MNXR105179,,
MNXR105201,,
MNXR105201,,
MNXR105203,,
MNXR105203,,
MNXR105206,,
MNXR105206,,
MNXR105207,,
MNXR105219,,
MNXR105233,,
MNXR105235,,
MNXR105238,,
MNXR105240,,
MNXR105241,,
MNXR105241,,
MNXR105263,,
MNXR95426,,
MNXR96467,,
MNXR96513,,
MNXR97440,,
MNXR142915,,
MNXR142934,,
MNXR99063,,
MNXR99067,,
MNXR100116,,
MNXR138845,,
MNXR104716,,
MNXR96279,,
MNXR142760,,
MNXR103359,,
MNXR142935,,
MNXR142936,,
MNXR142972,,
MNXR142975,,
MNXR142977,,
MNXR142984,,
MNXR142985,,
MNXR142992,,
MNXR143021,,
MNXR143020,,
MNXR143027,,
MNXR143070,,
MNXR143089,,
MNXR143091,,
MNXR143092,,
MNXR143093,,
MNXR95834,,
MNXR95835,,
MNXR96134,,
MNXR96583,,
MNXR96585,,
MNXR96915,,
MNXR99388,,
MNXR99392,,
MNXR99404,,
MNXR99419,,
MNXR99420,,
MNXR99423,,
MNXR99424,,
MNXR99425,,
MNXR99426,,
MNXR99427,,
MNXR143109,,
MNXR99660,,
MNXR99684,,
MNXR99988,,
MNXR99989,,
MNXR99993,,
MNXR100157,,
MNXR100181,,
MNXR100183,,
MNXR100184,,
MNXR100232,,
MNXR100233,,
MNXR100270,,
MNXR100274,,
MNXR100279,,
MNXR100337,,
MNXR137960,,
MNXR100759,,
MNXR100846,,
MNXR101098,,
MNXR101099,,
MNXR101100,,
MNXR101386,,
MNXR101387,,
MNXR101388,,
MNXR101398,,
MNXR101399,,
MNXR138586,,
MNXR101572,,
MNXR143256,,
MNXR102237,,
MNXR102433,,
MNXR102512,,
MNXR103011,,
MNXR103072,,
MNXR104040,,
MNXR104639,,
MNXR105249,,
MNXR105250,,
MNXR105251,,
MNXR105259,,
MNXR105269,,
MNXR96735,,
MNXR143035,,
MNXR143037,,
MNXR143040,,
MNXR143042,,
MNXR143041,,
MNXR143043,,
MNXR143084,,
MNXR143085,,
MNXR95307,,
MNXR96338,,
MNXR96352,,
MNXR96781,,
MNXR96782,,
MNXR96786,,
MNXR96787,,
MNXR96830,,
MNXR99484,,
MNXR100761,,
MNXR101754,,
MNXR143410,,
MNXR143084,,
MNXR143320,,
MNXR143311,,
MNXR143316,,
MNXR143317,,
MNXR143055,,
MNXR104800,,
MNXR95072,,
MNXR103317,,
MNXR142677,,
MNXR142679,,
MNXR142749,,
MNXR142750,,
MNXR142751,,
MNXR142778,,
MNXR142779,,
MNXR142781,,
MNXR142786,,
MNXR142789,,
MNXR94823,,
MNXR94826,,
MNXR94972,,
MNXR95811,,
MNXR96098,,
MNXR96138,,
MNXR97365,,
MNXR97526,,
MNXR99078,,
MNXR99102,,
MNXR99212,,
MNXR99847,,
MNXR99895,,
MNXR99902,,
MNXR99904,,
MNXR100428,,
MNXR100575,,
MNXR100580,,
MNXR102374,,
MNXR103102,,
MNXR103110,,
MNXR103112,,
MNXR104968,,
MNXR105062,,
MNXR143431,,
MNXR105076,,
MNXR95072,,
MNXR95073,,
MNXR95100,,
MNXR101069,,
MNXR101455,,
MNXR102329,,
MNXR102330,,
MNXR102446,,
MNXR102456,,
MNXR102457,,
MNXR102522,,
MNXR102523,,
MNXR102557,,
MNXR104325,,
MNXR104777,,
MNXR104800,,
MNXR105157,,
MNXR101881,,
MNXR101894,,
MNXR94974,,
MNXR95224,,
MNXR96814,,
MNXR99100,,
MNXR94696,,
MNXR94826,,
MNXR95224,,
MNXR95660,,
MNXR95772,,
MNXR95808,,
MNXR96057,,
MNXR96070,,
MNXR96086,,
MNXR96138,,
MNXR99124,,
MNXR99217,,
MNXR100575,,
MNXR100580,,
MNXR101344,,
MNXR101475,,
MNXR101631,,
MNXR101881,,
MNXR102095,,
MNXR102099,,
MNXR103046,,
MNXR104325,,
MNXR104464,,
MNXR104968,,
MNXR105076,,
MNXR105157,,
MNXR105176,,
MNXR95902,,
MNXR143432,,
MNXR105076,,
MNXR95214,,
MNXR100062,,
MNXR101894,,
MNXR95155,,
MNXR100107,,
MNXR143418,,
MNXR95891,,
MNXR94687,,
MNXR94990,,
MNXR95040,,
MNXR96444,,
MNXR96687,,
MNXR96689,,
MNXR96690,,
MNXR96960,,
MNXR97221,,
MNXR97222,,
MNXR101245,,
MNXR105202,,
MNXR99135,,
MNXR96221,,
MNXR138172,,
MNXR96720,,
MNXR96955,,
MNXR102435,,
MNXR103311,,
MNXR105276,,
MNXR138934,,
MNXR97967,,
MNXR94981,,
MNXR94981,,
MNXR94980,,
MNXR94980,,
MNXR96725,,
MNXR96726,,
MNXR138856,,
MNXR94954,,
MNXR94957,,
MNXR94961,,
MNXR94963,,
MNXR94964,,
MNXR97845,,
MNXR97846,,
MNXR97847,,
MNXR97851,,
MNXR97855,,
MNXR97863,,
MNXR97865,,
MNXR97867,,
MNXR99087,,
MNXR99097,,
MNXR99103,,
MNXR99106,,
MNXR99125,,
MNXR95370,,
MNXR95372,,
MNXR95197,,
MNXR95303,,
MNXR138337,,
MNXR138339,,
MNXR138341,,
MNXR102318,,
MNXR143411,,
MNXR95500,,
MNXR95526,,
MNXR99062,,
MNXR138610,,
MNXR138643,,
MNXR138826,,
MNXR95320,,
MNXR95324,,
MNXR95326,,
MNXR138001,,
MNXR95329,,
MNXR95330,,
MNXR138002,,
MNXR138005,,
MNXR95342,,
MNXR95348,,
MNXR95350,,
MNXR138009,,
MNXR95353,,
MNXR95356,,
MNXR138010,,
MNXR95361,,
MNXR95407,,
MNXR95408,,
MNXR95409,,
MNXR95562,,
MNXR95561,,
MNXR95569,,
MNXR95570,,
MNXR95572,,
MNXR138025,,
MNXR95604,,
MNXR95605,,
MNXR95608,,
MNXR96110,,
MNXR97083,,
MNXR97084,,
MNXR97086,,
MNXR97087,,
MNXR97089,,
MNXR97095,,
MNXR97096,,
MNXR97099,,
MNXR97102,,
MNXR97104,,
MNXR97106,,
MNXR97275,,
MNXR97276,,
MNXR97277,,
MNXR97278,,
MNXR97280,,
MNXR97281,,
MNXR97285,,
MNXR97286,,
MNXR97287,,
MNXR97289,,
MNXR97291,,
MNXR97292,,
MNXR97294,,
MNXR97297,,
MNXR97298,,
MNXR97302,,
MNXR97305,,
MNXR97306,,
MNXR97307,,
MNXR97308,,
MNXR97310,,
MNXR97311,,
MNXR97313,,
MNXR97329,,
MNXR97330,,
MNXR97332,,
MNXR97334,,
MNXR97336,,
MNXR97337,,
MNXR97340,,
MNXR97344,,
MNXR97347,,
MNXR97349,,
MNXR99857,,
MNXR99860,,
MNXR99862,,
MNXR101330,,
MNXR101332,,
MNXR101523,,
MNXR101524,,
MNXR101525,,
MNXR101527,,
MNXR101531,,
MNXR101534,,
MNXR101535,,
MNXR101537,,
MNXR101540,,
MNXR101541,,
MNXR101542,,
MNXR101546,,
MNXR101547,,
MNXR101548,,
MNXR102351,,
MNXR102350,,
MNXR102355,,
MNXR102355,,
MNXR102357,,
MNXR102358,,
MNXR102360,,
MNXR102361,,
MNXR102467,,
MNXR102469,,
MNXR102471,,
MNXR102472,,
MNXR102473,,
MNXR102475,,
MNXR102476,,
MNXR102901,,
MNXR102902,,
MNXR102905,,
MNXR102906,,
MNXR102911,,
MNXR102913,,
MNXR102914,,
MNXR102915,,
MNXR102916,,
MNXR102919,,
MNXR102920,,
MNXR102921,,
MNXR102922,,
MNXR102923,,
MNXR102924,,
MNXR102926,,
MNXR102927,,
MNXR102928,,
MNXR102929,,
MNXR102930,,
MNXR102931,,
MNXR102932,,
MNXR102933,,
MNXR102934,,
MNXR102936,,
MNXR102942,,
MNXR102943,,
MNXR102944,,
MNXR102945,,
MNXR102949,,
MNXR102952,,
MNXR102955,,
MNXR102956,,
MNXR102960,,
MNXR102961,,
MNXR102962,,
MNXR102963,,
MNXR104519,,
MNXR104521,,
MNXR104507,,
MNXR104524,,
MNXR104525,,
MNXR104665,,
MNXR104668,,
MNXR104673,,
MNXR104674,,
MNXR104675,,
MNXR104676,,
MNXR104677,,
MNXR104678,,
MNXR104679,,
MNXR104683,,
MNXR104685,,
MNXR104687,,
MNXR104688,,
MNXR104689,,
MNXR104690,,
MNXR104691,,
MNXR104692,,
MNXR104698,,
MNXR104702,,
MNXR104705,,
MNXR104706,,
MNXR104870,,
MNXR104872,,
MNXR104873,,
MNXR104874,,
MNXR142612,,
MNXR142613,,
MNXR142615,,
MNXR94701,,
MNXR94705,,
MNXR94708,,
MNXR96525,,
MNXR96548,,
MNXR102530,,
MNXR102531,,
MNXR102568,,
MNXR102568,,
MNXR102569,,
MNXR102586,,
MNXR102587,,
MNXR102608,,
MNXR102609,,
MNXR143298,,
MNXR143300,,
MNXR103016,,
MNXR103017,,
MNXR103018,,
MNXR103020,,
MNXR103021,,
MNXR103022,,
MNXR103023,,
MNXR103024,,
MNXR103027,,
MNXR103029,,
MNXR103030,,
MNXR103032,,
MNXR103033,,
MNXR103035,,
MNXR103036,,
MNXR104335,,
MNXR137960,,
MNXR95730,,
MNXR101637,,
MNXR95818,,
MNXR100776,,
MNXR100877,,
MNXR100887,,
MNXR100888,,
MNXR101565,,
MNXR142610,,
MNXR97021,,
MNXR97690,,
MNXR97712,,
MNXR97720,,
MNXR97728,,
MNXR97729,,
MNXR97733,,
MNXR99767,,
MNXR99775,,
MNXR99777,,
MNXR99823,,
MNXR138595,,
MNXR101503,,
MNXR138596,,
MNXR101509,,
MNXR138597,,
MNXR143423,,
MNXR102162,,
MNXR95115,,
MNXR95116,,
MNXR95119,,
MNXR142663,,
MNXR142666,,
MNXR142667,,
MNXR142670,,
MNXR99899,,
MNXR96976,,
MNXR99901,,
MNXR99901,,
MNXR103115,,
MNXR103215,,
MNXR96463,,
MNXR99610,,
MNXR103256,,
MNXR103257,,
MNXR96678,,
MNXR138168,,
MNXR96879,,
MNXR97824,,
MNXR138259,,
MNXR100109,,
MNXR100110,,
MNXR100681,,
MNXR101718,,
MNXR138638,,
MNXR101722,,
MNXR102403,,
MNXR105135,,
MNXR102319,,
MNXR95222,,
MNXR96116,,
MNXR138721,,
MNXR96889,,
MNXR103994,,
MNXR104011,,
MNXR104028,,
MNXR97179,,
MNXR97430,,
MNXR100454,,
MNXR103409,,
MNXR102639,,
MNXR104302,,
MNXR95162,,
MNXR143398,,
MNXR104592,,
MNXR104596,,
MNXR102375,,
MNXR97226,,
MNXR97227,,
MNXR100660,,
MNXR101694,,
MNXR101695,,
MNXR101696,,
MNXR103360,,
MNXR95314,,
MNXR95420,,
MNXR95425,,
MNXR95633,,
MNXR95635,,
MNXR95733,,
MNXR95737,,
MNXR95738,,
MNXR95821,,
MNXR95846,,
MNXR95911,,
MNXR95961,,
MNXR95962,,
MNXR138113,,
MNXR142707,,
MNXR142709,,
MNXR96586,,
MNXR96742,,
MNXR138193,,
MNXR97023,,
MNXR97037,,
MNXR97038,,
MNXR97360,,
MNXR97409,,
MNXR97495,,
MNXR124044,,
MNXR142843,,
MNXR142919,,
MNXR142920,,
MNXR142921,,
MNXR142910,,
MNXR142923,,
MNXR142924,,
MNXR142926,,
MNXR95965,,
MNXR142945,,
MNXR126562,,
MNXR142969,,
MNXR142981,,
MNXR142986,,
MNXR142989,,
MNXR142991,,
MNXR143016,,
MNXR101092,,
MNXR143022,,
MNXR143025,,
MNXR143029,,
MNXR143031,,
MNXR143032,,
MNXR143048,,
MNXR143063,,
MNXR99151,,
MNXR99162,,
MNXR99163,,
MNXR99497,,
MNXR99486,,
MNXR99488,,
MNXR99581,,
MNXR99608,,
MNXR99845,,
MNXR143119,,
MNXR100553,,
MNXR100592,,
MNXR100593,,
MNXR100632,,
MNXR100875,,
MNXR100977,,
MNXR100990,,
MNXR101086,,
MNXR101667,,
MNXR102059,,
MNXR102482,,
MNXR101556,,
MNXR143307,,
